**********
Day 1:
**********

12:00 PM:  CANDYCE FERET arrived at FSC Chick-fil-A and entered Order Line 1.
	| Milkshake_Small                | $2.75      | 3          |
	Total Price:  $34.83
Order Number:  275485
	Time Completed:   7:59 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Large                | $3.15      | 3          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Soft_Drink_Small               | $1.35      | 4          |
	Total Price:  $21.64
Order Number:  275484
	Time Completed:   7:58 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 2          |
	| Soft_Drink_Medium              | $1.59      | 1          |
	| Milkshake_Large                | $3.15      | 2          |
	Total Price:  $25.07
Order Number:  275483
	Time Completed:   7:55 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece               | $4.45      | 2          |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	Total Price:  $68.45
Order Number:  275482
	Time Completed:   7:55 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	| Nuggets_12_Piece               | $4.45      | 2          |
	| Grilled_Chicken_Sandwich       | $4.39      | 1          |
	Total Price:  $39.86
Order Number:  275481
	Time Completed:   7:54 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece               | $4.45      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 1          |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	Total Price:  $35.65
Order Number:  275480
	Time Completed:   7:50 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 3          |
	| Chicken_Sandwich_Spicy         | $3.29      | 4          |
	Total Price:  $31.01
Order Number:  275479
	Time Completed:   7:50 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece_Combo          | $5.95      | 2          |
	Total Price:  $11.90
Order Number:  275478
	Time Completed:   7:50 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 4          |
	| Water_Dasani                   | $1.59      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 3          |
	| Milkshake_Large                | $3.15      | 3          |
	| Waffle_Fries_Small             | $1.55      | 4          |
	Total Price:  $47.26
Order Number:  275477
	Time Completed:   7:48 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 3          |
	| Water_Dasani                   | $1.59      | 2          |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	Total Price:  $46.05
Order Number:  275476
	Time Completed:   7:47 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 3          |
	Total Price:  $9.15
Order Number:  275475
	Time Completed:   7:45 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Medium              | $1.59      | 2          |
	| Nuggets_12_Piece               | $4.45      | 1          |
	| Nuggets_12_Piece               | $4.45      | 3          |
	Total Price:  $20.98
Order Number:  275474
	Time Completed:   7:44 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 4          |
	| Chicken_Sandwich_Spicy         | $3.29      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Nuggets_12_Piece_Combo         | $8.59      | 4          |
	| Soft_Drink_Medium              | $1.59      | 4          |
	Total Price:  $66.07
Order Number:  275473
	Time Completed:   7:43 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	| Nuggets_8_Piece_Combo          | $5.95      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	Total Price:  $68.02
Order Number:  275472
	Time Completed:   7:41 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 2          |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	| Milkshake_Large                | $3.15      | 4          |
	Total Price:  $31.63
Order Number:  275471
	Time Completed:   7:38 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Spicy         | $3.29      | 1          |
	Total Price:  $3.29
Order Number:  275470
	Time Completed:   7:38 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 2          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 3          |
	Total Price:  $24.27
Order Number:  275469
	Time Completed:   7:36 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Spicy         | $3.29      | 2          |
	| Soft_Drink_Medium              | $1.59      | 4          |
	| Nuggets_12_Piece               | $4.45      | 2          |
	| Nuggets_12_Piece               | $4.45      | 1          |
	| Nuggets_12_Piece_Combo         | $8.59      | 3          |
	Total Price:  $52.06
Order Number:  275468
	Time Completed:   7:36 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 1          |
	| Soft_Drink_Medium              | $1.59      | 3          |
	Total Price:  $6.32
Order Number:  275467
	Time Completed:   7:35 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	Total Price:  $6.79
Order Number:  275466
	Time Completed:   7:33 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 2          |
	| Chicken_Sandwich               | $3.05      | 1          |
	| Chicken_Sandwich               | $3.05      | 2          |
	| Soft_Drink_Medium              | $1.59      | 2          |
	Total Price:  $15.43
Order Number:  275465
	Time Completed:   7:33 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 4          |
	| Waffle_Fries_Small             | $1.55      | 3          |
	| Nuggets_8_Piece                | $3.05      | 2          |
	Total Price:  $17.35
Order Number:  275464
	Time Completed:   7:30 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 1          |
	| Soft_Drink_Small               | $1.35      | 4          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 3          |
	Total Price:  $30.02
Order Number:  275463
	Time Completed:   7:29 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Waffle_Fries_Large             | $1.85      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	Total Price:  $34.29
Order Number:  275462
	Time Completed:   7:28 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 1          |
	| Milkshake_Small                | $2.75      | 4          |
	| Grilled_Chicken_Sandwich       | $4.39      | 1          |
	| Milkshake_Small                | $2.75      | 1          |
	Total Price:  $21.19
Order Number:  275461
	Time Completed:   7:26 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece               | $4.45      | 2          |
	| Soft_Drink_Small               | $1.35      | 1          |
	Total Price:  $10.25
Order Number:  275460
	Time Completed:   7:25 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 2          |
	| Grilled_Chicken_Sandwich       | $4.39      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 3          |
	Total Price:  $48.99
Order Number:  275459
	Time Completed:   7:23 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 1          |
	Total Price:  $1.85
Order Number:  275458
	Time Completed:   7:23 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Soft_Drink_Medium              | $1.59      | 3          |
	| Nuggets_8_Piece                | $3.05      | 2          |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	Total Price:  $29.56
Order Number:  275457
	Time Completed:   7:21 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 2          |
	| Waffle_Fries_Medium            | $1.65      | 4          |
	Total Price:  $20.98
Order Number:  275456
	Time Completed:   7:21 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 4          |
	| Waffle_Fries_Large             | $1.85      | 4          |
	| Grilled_Chicken_Sandwich       | $4.39      | 1          |
	| Water_Dasani                   | $1.59      | 3          |
	| Waffle_Fries_Medium            | $1.65      | 1          |
	Total Price:  $52.57
Order Number:  275455
	Time Completed:   7:18 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 2          |
	| Soft_Drink_Medium              | $1.59      | 1          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 3          |
	Total Price:  $29.26
Order Number:  275454
	Time Completed:   7:18 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 1          |
	Total Price:  $3.05
Order Number:  275453
	Time Completed:   7:16 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 2          |
	| Grilled_Chicken_Sandwich       | $4.39      | 1          |
	| Chicken_Sandwich_Spicy         | $3.29      | 1          |
	| Nuggets_8_Piece                | $3.05      | 1          |
	| Nuggets_8_Piece_Combo          | $5.95      | 3          |
	Total Price:  $32.28
Order Number:  275452
	Time Completed:   7:15 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 1          |
	Total Price:  $1.65
Order Number:  275451
	Time Completed:   7:14 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	| Milkshake_Large                | $3.15      | 3          |
	| Waffle_Fries_Large             | $1.85      | 1          |
	| Waffle_Fries_Large             | $1.85      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	Total Price:  $57.76
Order Number:  275450
	Time Completed:   7:13 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece_Combo          | $5.95      | 2          |
	| Milkshake_Large                | $3.15      | 4          |
	| Nuggets_8_Piece                | $3.05      | 3          |
	| Chicken_Sandwich_Spicy         | $3.29      | 2          |
	Total Price:  $40.23
Order Number:  275449
	Time Completed:   7:10 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 3          |
	Total Price:  $4.65
Order Number:  275448
	Time Completed:   7:08 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	| Milkshake_Large                | $3.15      | 3          |
	| Waffle_Fries_Small             | $1.55      | 1          |
	Total Price:  $31.37
Order Number:  275447
	Time Completed:   7:08 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	| Soft_Drink_Medium              | $1.59      | 2          |
	Total Price:  $16.35
Order Number:  275446
	Time Completed:   7:08 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece               | $4.45      | 3          |
	| Chicken_Sandwich_Spicy         | $3.29      | 1          |
	| Waffle_Fries_Small             | $1.55      | 3          |
	Total Price:  $21.29
Order Number:  275445
	Time Completed:   7:05 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 3          |
	Total Price:  $25.77
Order Number:  275444
	Time Completed:   7:04 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 4          |
	Total Price:  $6.60
Order Number:  275443
	Time Completed:   7:04 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece_Combo          | $5.95      | 4          |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	Total Price:  $36.97
Order Number:  275442
	Time Completed:   7:03 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece_Combo          | $5.95      | 4          |
	Total Price:  $23.80
Order Number:  275441
	Time Completed:   7:02 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 4          |
	Total Price:  $28.76
Order Number:  275440
	Time Completed:   7:01 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 1          |
	| Soft_Drink_Large               | $1.85      | 4          |
	Total Price:  $10.45
Order Number:  275439
	Time Completed:   7:01 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 1          |
	Total Price:  $1.65
Order Number:  275438
	Time Completed:   7:00 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	| Soft_Drink_Medium              | $1.59      | 2          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 2          |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	Total Price:  $44.66
Order Number:  275437
	Time Completed:   6:59 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 2          |
	Total Price:  $6.10
Order Number:  275436
	Time Completed:   6:58 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 4          |
	| Soft_Drink_Medium              | $1.59      | 3          |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	Total Price:  $47.72
Order Number:  275435
	Time Completed:   6:57 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 2          |
	| Nuggets_8_Piece                | $3.05      | 3          |
	| Chicken_Sandwich               | $3.05      | 1          |
	| Water_Dasani                   | $1.59      | 1          |
	| Waffle_Fries_Large             | $1.85      | 4          |
	Total Price:  $34.77
Order Number:  275434
	Time Completed:   6:55 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 1          |
	| Soft_Drink_Medium              | $1.59      | 2          |
	Total Price:  $9.97
Order Number:  275433
	Time Completed:   6:54 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Small                | $2.75      | 3          |
	Total Price:  $8.25
Order Number:  275432
	Time Completed:   6:52 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich               | $3.05      | 3          |
	Total Price:  $9.15
Order Number:  275431
	Time Completed:   6:52 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Large             | $1.85      | 3          |
	| Chicken_Sandwich_Combo         | $5.95      | 2          |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	Total Price:  $57.78
Order Number:  275430
	Time Completed:   6:51 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 3          |
	| Nuggets_12_Piece               | $4.45      | 2          |
	| Chicken_Sandwich_Combo         | $5.95      | 1          |
	Total Price:  $24.00
Order Number:  275429
	Time Completed:   6:50 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	| Nuggets_8_Piece                | $3.05      | 4          |
	| Soft_Drink_Small               | $1.35      | 2          |
	Total Price:  $28.07
Order Number:  275428
	Time Completed:   6:47 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece               | $4.45      | 4          |
	| Waffle_Fries_Medium            | $1.65      | 1          |
	| Chicken_Sandwich_Combo         | $5.95      | 4          |
	| Waffle_Fries_Large             | $1.85      | 4          |
	Total Price:  $50.65
Order Number:  275427
	Time Completed:   6:47 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Spicy         | $3.29      | 4          |
	| Soft_Drink_Small               | $1.35      | 4          |
	| Soft_Drink_Large               | $1.85      | 3          |
	Total Price:  $24.11
Order Number:  275426
	Time Completed:   6:46 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	Total Price:  $3.30
Order Number:  275425
	Time Completed:   6:44 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Small                | $2.75      | 3          |
	| Milkshake_Small                | $2.75      | 3          |
	| Water_Dasani                   | $1.59      | 2          |
	Total Price:  $19.68
Order Number:  275424
	Time Completed:   6:43 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 3          |
	| Nuggets_8_Piece_Combo          | $5.95      | 4          |
	| Soft_Drink_Small               | $1.35      | 4          |
	| Milkshake_Small                | $2.75      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 1          |
	Total Price:  $55.30
Order Number:  275423
	Time Completed:   6:42 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 3          |
	| Milkshake_Large                | $3.15      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	| Waffle_Fries_Small             | $1.55      | 3          |
	Total Price:  $76.34
Order Number:  275422
	Time Completed:   6:40 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 3          |
	| Nuggets_12_Piece_Combo         | $8.59      | 2          |
	| Nuggets_12_Piece               | $4.45      | 3          |
	| Soft_Drink_Small               | $1.35      | 3          |
	| Soft_Drink_Small               | $1.35      | 4          |
	Total Price:  $44.75
Order Number:  275421
	Time Completed:   6:37 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 3          |
	| Waffle_Fries_Small             | $1.55      | 2          |
	Total Price:  $7.15
Order Number:  275420
	Time Completed:   6:36 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 2          |
	Total Price:  $3.10
Order Number:  275419
	Time Completed:   6:34 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 4          |
	| Nuggets_8_Piece_Combo          | $5.95      | 1          |
	Total Price:  $18.15
Order Number:  275418
	Time Completed:   6:34 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Small                | $2.75      | 2          |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	| Soft_Drink_Small               | $1.35      | 3          |
	Total Price:  $32.66
Order Number:  275417
	Time Completed:   6:34 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece                | $3.05      | 3          |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	Total Price:  $12.45
Order Number:  275416
	Time Completed:   6:31 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Medium              | $1.59      | 3          |
	| Nuggets_8_Piece_Combo          | $5.95      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	| Chicken_Sandwich               | $3.05      | 2          |
	Total Price:  $49.93
Order Number:  275415
	Time Completed:   6:31 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Medium              | $1.59      | 2          |
	| Soft_Drink_Small               | $1.35      | 3          |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	Total Price:  $10.53
Order Number:  275414
	Time Completed:   6:28 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Spicy         | $3.29      | 4          |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 3          |
	| Nuggets_12_Piece               | $4.45      | 4          |
	| Nuggets_12_Piece               | $4.45      | 3          |
	| Soft_Drink_Large               | $1.85      | 2          |
	Total Price:  $69.58
Order Number:  275413
	Time Completed:   6:27 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Milkshake_Small                | $2.75      | 4          |
	| Chicken_Sandwich               | $3.05      | 4          |
	Total Price:  $33.14
Order Number:  275412
	Time Completed:   6:26 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Nuggets_8_Piece                | $3.05      | 2          |
	Total Price:  $7.45
Order Number:  275411
	Time Completed:   6:23 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 2          |
	| Soft_Drink_Small               | $1.35      | 4          |
	| Waffle_Fries_Large             | $1.85      | 1          |
	Total Price:  $47.99
Order Number:  275410
	Time Completed:   6:22 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 3          |
	Total Price:  $5.55
Order Number:  275409
	Time Completed:   6:22 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 3          |
	| Chicken_Sandwich               | $3.05      | 4          |
	| Chicken_Sandwich_Combo         | $5.95      | 3          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 2          |
	| Chicken_Sandwich               | $3.05      | 4          |
	Total Price:  $60.60
Order Number:  275408
	Time Completed:   6:20 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 2          |
	Total Price:  $3.10
Order Number:  275407
	Time Completed:   6:18 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 3          |
	| Soft_Drink_Small               | $1.35      | 4          |
	Total Price:  $10.17
Order Number:  275406
	Time Completed:   6:18 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich_Combo | $7.19      | 1          |
	| Nuggets_8_Piece_Combo          | $5.95      | 4          |
	| Soft_Drink_Small               | $1.35      | 2          |
	| Soft_Drink_Small               | $1.35      | 4          |
	Total Price:  $39.09
Order Number:  275405
	Time Completed:   6:16 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	| Water_Dasani                   | $1.59      | 1          |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Water_Dasani                   | $1.59      | 2          |
	Total Price:  $19.29
Order Number:  275404
	Time Completed:   6:15 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 1          |
	Total Price:  $1.59
Order Number:  275403
	Time Completed:   6:13 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 1          |
	Total Price:  $1.55
Order Number:  275402
	Time Completed:   6:13 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Large             | $1.85      | 2          |
	| Waffle_Fries_Medium            | $1.65      | 3          |
	| Nuggets_12_Piece               | $4.45      | 2          |
	| Soft_Drink_Small               | $1.35      | 1          |
	| Nuggets_12_Piece_Combo         | $8.59      | 1          |
	Total Price:  $27.49
Order Number:  275401
	Time Completed:   6:11 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Chicken_Sandwich_Combo         | $5.95      | 3          |
	| Soft_Drink_Large               | $1.85      | 4          |
	| Milkshake_Large                | $3.15      | 1          |
	| Waffle_Fries_Large             | $1.85      | 3          |
	| Milkshake_Small                | $2.75      | 1          |
	Total Price:  $36.70
Order Number:  275400
	Time Completed:   6:11 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_12_Piece               | $4.45      | 3          |
	Total Price:  $13.35
Order Number:  275399
	Time Completed:   6:09 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Grilled_Chicken_Sandwich       | $4.39      | 3          |
	| Waffle_Fries_Small             | $1.55      | 4          |
	| Water_Dasani                   | $1.59      | 2          |
	| Soft_Drink_Small               | $1.35      | 4          |
	Total Price:  $27.95
Order Number:  275398
	Time Completed:   6:07 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 4          |
	| Waffle_Fries_Large             | $1.85      | 2          |
	Total Price:  $9.90
Order Number:  275397
	Time Completed:   6:05 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Large               | $1.85      | 2          |
	| Waffle_Fries_Medium            | $1.65      | 2          |
	| Nuggets_8_Piece                | $3.05      | 4          |
	| Water_Dasani                   | $1.59      | 2          |
	Total Price:  $22.38
Order Number:  275396
	Time Completed:   6:04 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Medium              | $1.59      | 1          |
	| Waffle_Fries_Medium            | $1.65      | 3          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 2          |
	| Nuggets_8_Piece                | $3.05      | 1          |
	| Soft_Drink_Large               | $1.85      | 1          |
	Total Price:  $25.02
Order Number:  275395
	Time Completed:   6:04 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Milkshake_Large                | $3.15      | 3          |
	| Milkshake_Large                | $3.15      | 4          |
	| Nuggets_8_Piece_Combo          | $5.95      | 2          |
	| Nuggets_12_Piece               | $4.45      | 2          |
	Total Price:  $42.85
Order Number:  275394
	Time Completed:   6:00 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Small               | $1.35      | 3          |
	| Grilled_Chicken_Sandwich       | $4.39      | 4          |
	Total Price:  $21.61
Order Number:  275393
	Time Completed:   5:59 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Nuggets_8_Piece_Combo          | $5.95      | 2          |
	| Soft_Drink_Medium              | $1.59      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 3          |
	| Nuggets_12_Piece               | $4.45      | 4          |
	| Soft_Drink_Small               | $1.35      | 2          |
	Total Price:  $55.95
Order Number:  275392
	Time Completed:   5:58 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Water_Dasani                   | $1.59      | 4          |
	| Chicken_Sandwich               | $3.05      | 3          |
	| Milkshake_Small                | $2.75      | 3          |
	Total Price:  $23.76
Order Number:  275391
	Time Completed:   5:57 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Soft_Drink_Medium              | $1.59      | 2          |
	| Nuggets_8_Piece                | $3.05      | 2          |
	| Chicken_Sandwich_Combo_Spicy   | $6.79      | 4          |
	| Nuggets_8_Piece                | $3.05      | 2          |
	| Chicken_Sandwich               | $3.05      | 1          |
	Total Price:  $45.59
Order Number:  275390
	Time Completed:   5:54 PM
	Items:  
	| NAME                           | PRICE      | QUANTITY   |
	| Waffle_Fries_Small             | $1.55      | 4          |
	| Nuggets_12_Piece               | $4.45      | 2          |
